country,year,CE,average_gvc,average_gvcs,average_gvcc,average_f,average_b
AUS,2000,345316.0805321709,0.29182918202630287,0.19586962134779815,0.09595956067850475,0.154680082322525,0.1371490997037779
AUS,2001,356601.5866999867,0.27562556876774164,0.18890400730937756,0.08672156145836406,0.14534055860124462,0.13028501016649707
AUS,2002,365440.96231376025,0.26372538214273045,0.18079819754525298,0.08292718459747753,0.13633648849026808,0.12738889365246236
AUS,2003,372304.83487946005,0.2419161154978294,0.16596359282950798,0.07595252266832142,0.12446613700436446,0.11744997849346496
AUS,2004,373545.88128712465,0.2506407220138123,0.17069128044184725,0.0799494415719651,0.126753297621845,0.12388742439196734
AUS,2005,372035.4119030627,0.2583438540369456,0.17336105671135305,0.08498279732559258,0.12935164855118814,0.12899220548575746
AUS,2006,374571.98461239995,0.2642934409820485,0.17551295575614623,0.08878048522590233,0.1316646256671045,0.132628815314944
AUS,2007,387390.17091556144,0.26726797828652704,0.1760816819568431,0.09118629632968397,0.1310517585213465,0.13621621976518056
AUS,2008,380721.8896978495,0.2848141480544191,0.18218907093334719,0.10262507712107193,0.1423755740858706,0.1424385739685485
AUS,2009,397379.58810731303,0.26244148151450397,0.18049255810157966,0.08194892341292428,0.13414612661342304,0.128295354901081
AUS,2010,391910.218925195,0.26797596397387746,0.1804582447690938,0.08751771920478368,0.14223818794599477,0.12573777602788272
AUS,2011,382678.2547127577,0.28025381789561904,0.1852187858095564,0.09503503208606277,0.14539383063399433,0.13485998726162476
AUS,2012,379674.0690602441,0.2759439767971747,0.18001426103461857,0.09592971576255611,0.14532008035668034,0.13062389644049438
AUS,2013,373573.6230071289,0.29617849182563727,0.1957992839795945,0.10037920784604261,0.15483501607686764,0.14134347574876965
AUS,2014,365240.60249078774,0.2952478820884118,0.19811665816477347,0.09713122392363832,0.15307296581981494,0.14217491626859685
AUT,2000,58441.6791242525,0.4699842937917831,0.255821788817972,0.214162504973811,0.2631997123171895,0.20678458147459353
AUT,2001,62619.22270996412,0.47777250780681857,0.2654068130602987,0.21236569474651976,0.2658527391283475,0.21191976867847104
AUT,2002,64201.73836445357,0.4800329938974965,0.23553851900916456,0.24449447488833184,0.26910975683185356,0.2109232370656429
AUT,2003,67768.43028999695,0.4820850619502919,0.24954894426209953,0.2325361176881924,0.2665576360757349,0.21552742587455695
AUT,2004,65453.4407521775,0.48801954969337474,0.2590718258157677,0.22894772387760703,0.2698400842455459,0.21817946544782882
AUT,2005,68297.45798137606,0.5190697668698603,0.25544429899970034,0.2636254678701599,0.2855032379642822,0.23356652890557814
AUT,2006,64237.82770609679,0.52793124375722,0.2688907794526455,0.25904046430457445,0.28745352236064164,0.24047772139657833
AUT,2007,63646.30092751203,0.5401255117084505,0.2946765165084341,0.24544899520001645,0.29984903358038295,0.24027647812806754
AUT,2008,56657.852,0.5558542668496244,0.20928855809662422,0.3465657087530001,0.3075928953781836,0.24826137147144073
AUT,2009,50859.564,0.5242408091121036,0.26559121725551343,0.2586495918565901,0.29169214712132246,0.23254866199078109
AUT,2010,54738.46,0.555639510384247,0.26970462628639824,0.2859348840978487,0.30363471117542157,0.2520047992088255
AUT,2011,54034.275,0.5718492109007218,0.2742593840754889,0.2975898268252327,0.3089626965725856,0.2628865143281361
AUT,2012,47286.187000000005,0.5747040087783042,0.2705016534107872,0.30420235536751694,0.30834971020824037,0.2663542985700639
AUT,2013,46713.821,0.5760396190030668,0.2721966874967565,0.30384293150631025,0.30839145821253594,0.2676481607905309
AUT,2014,43508.71,0.5809468282180381,0.2764942318395783,0.30445259637845973,0.31539107301826663,0.26555575519977137
BEL,2000,101779.061,0.5991341024168216,0.30607228926369157,0.29306181315313007,0.32606071169612266,0.273073390720699
BEL,2001,99438.24100000001,0.6013403598073372,0.30626440563840274,0.2950759541689344,0.32709875762079815,0.27424160218653904
BEL,2002,97001.59,0.6005696678151219,0.3029889878179788,0.2975806799971432,0.33186360106764445,0.2687060667474775
BEL,2003,97281.69900000001,0.589618536216411,0.29614401041021654,0.29347452580619454,0.32751483346565213,0.26210370275075895
BEL,2004,98043.385,0.5986004497662203,0.2964206456712132,0.302179804095007,0.3343883780606481,0.2642120717055721
BEL,2005,94905.188,0.60675426482854,0.2975559289501031,0.3091983358784368,0.3390044151476121,0.2677498496809278
BEL,2006,93574.197,0.6139099728893489,0.29451401832804086,0.3193959545613082,0.3436491784309049,0.270260794458444
BEL,2007,92223.07800000001,0.631170693635895,0.2998096895715453,0.3313610040643497,0.35352516026120484,0.2776455333746902
BEL,2008,88785.963,0.671885691925885,0.3226171805944663,0.3492685113314188,0.36576354567604985,0.3061221462498352
BEL,2009,77222.307,0.6597830701676116,0.3129763224144214,0.34680674775319026,0.36118727313608207,0.2985957970315296
BEL,2010,82672.542,0.7127025066309469,0.3354122443799424,0.3772902622510045,0.37342060998427895,0.33928189664666797
BEL,2011,76909.727,0.7247016833248684,0.3324930147705416,0.3922086685543268,0.3745204194709102,0.3501812638539582
BEL,2012,74870.321,0.7401814656364372,0.3293675201171927,0.4108139455192444,0.38115235306634065,0.35902911257009656
BEL,2013,74347.354,0.7360079206229068,0.32547167290756635,0.4105362477153405,0.38079546857596813,0.3552124520469385
BEL,2014,71884.234,0.7550583245721019,0.31624670209363215,0.4388116224784698,0.3906160259152948,0.364442298656807
BGR,2000,46368.44667895608,0.32246601431675875,0.23363992659604857,0.08882608772071013,0.07582602725959083,0.24663998705716794
BGR,2001,50538.33721584799,0.32730039980849895,0.2401380213522844,0.08716237845621459,0.0761524825735327,0.25114791723496627
BGR,2002,46126.73299721677,0.3253798645396193,0.2350572309914587,0.09032263354816064,0.08663783532822374,0.23874202921139562
BGR,2003,50595.74719418512,0.36262261899757525,0.2559672014914419,0.10665541750613329,0.11057937750368153,0.25204324149389373
BGR,2004,50274.87718375212,0.43650210358419816,0.2951975575227773,0.14130454606142093,0.15620886648488536,0.28029323709931275
BGR,2005,51152.37826614196,0.452217670581777,0.29866400851650915,0.15355366206526785,0.16445845506111062,0.2877592155206664
BGR,2006,51714.05011000046,0.487130090342852,0.30887523400187217,0.17825485634097973,0.18644773753109153,0.30068235281176053
